Year,Race,Race Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
2012,White,2106-3,"Chronic kidney disease, stage 5",N18.5,513,9739559,5.3,4.1
2012,White,2106-3,"Chronic renal failure, unspecified",N18.9,380,9739559,3.9,3
2012,White,2106-3,Unspecified renal failure,N19,442,9739559,4.5,3.5
2012,White,2106-3,Calculus of kidney,N20.0,23,9739559,0.2,0.2
2012,White,2106-3,Other specified disorders of kidney and ureter,N28.8,49,9739559,0.5,0.4
2012,White,2106-3,"Disorder of kidney and ureter, unspecified",N28.9,20,9739559,0.2,0.2
2012,White,2106-3,"Urinary tract infection, site not specified",N39.0,395,9739559,4.1,3.1
2012,White,2106-3,Hyperplasia of prostate,N40,26,9739559,0.3,0.2
2012,White,2106-3,Newborn affected by incompetent cervix,P01.0,13,9739559,0.1 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,24,9739559,0.2,0.3
2012,White,2106-3,Newborn affected by other forms of placental separation and haemorrhage,P02.1,15,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Extreme immaturity,P07.2,87,9739559,0.9,1.1
2012,White,2106-3,Other preterm infants,P07.3,33,9739559,0.3,0.4
2012,White,2106-3,"Birth asphyxia, unspecified",P21.9,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Respiratory distress syndrome of newborn,P22.0,18,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Primary atelectasis of newborn,P28.0,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Bacterial sepsis of newborn, unspecified",P36.9,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Anencephaly,Q00.0,16,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Hypoplastic left heart syndrome,Q23.4,12,9739559,0.1 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,"Congenital malformation of heart, unspecified",Q24.9,36,9739559,0.4,0.4
2012,White,2106-3,"Polycystic kidney, unspecified",Q61.3,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Congenital malformation, unspecified",Q89.9,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Down's syndrome, unspecified",Q90.9,38,9739559,0.4,0.3
2012,White,2106-3,"Edwards' syndrome, unspecified",Q91.3,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Patau's syndrome, unspecified",Q91.7,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Asphyxia,R09.0,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Respiratory arrest,R09.2,79,9739559,0.8,0.6
2012,White,2106-3,Dysphagia,R13,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Malaise and fatigue,R53,135,9739559,1.4,1
2012,White,2106-3,Senility,R54,192,9739559,2,1.4
2012,White,2106-3,Other and unspecified convulsions,R56.8,29,9739559,0.3,0.3
2012,White,2106-3,Cardiogenic shock,R57.0,33,9739559,0.3,0.3
2012,White,2106-3,"Shock, unspecified",R57.9,24,9739559,0.2,0.2
2012,White,2106-3,"Haemorrhage, not elsewhere classified",R58,19,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other lack of expected normal physiological development,R62.8,433,9739559,4.4,3.3
2012,White,2106-3,Cachexia,R64,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other specified general symptoms and signs,R68.8,67,9739559,0.7,0.5
2012,White,2106-3,Sudden infant death syndrome - SIDS,R95,51,9739559,0.5,0.7
2012,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,275,9739559,2.8,2.4
2012,White,2106-3,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,50,9739559,0.5,0.5
2012,White,2106-3,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,50,9739559,0.5,0.5
2012,White,2106-3,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,28,9739559,0.3,0.3
2012,White,2106-3,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,24,9739559,0.2,0.3
2012,White,2106-3,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,18,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,36,9739559,0.4,0.4
2012,White,2106-3,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,68,9739559,0.7,0.6
2012,White,2106-3,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,15,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V44.5,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,49,9739559,0.5,0.5
2012,White,2106-3,"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V47.6,21,9739559,0.2,0.2
2012,White,2106-3,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Car occupant [any] injured in unspecified traffic accident,V49.9,35,9739559,0.4,0.4
2012,White,2106-3,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident",V57.5,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.5,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Person injured in collision between other specified motor vehicles (traffic),V87.7,115,9739559,1.2,1.1
2012,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,354,9739559,3.6,3.6
2012,White,2106-3,"Fall on same level from slipping, tripping and stumbling",W01,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Fall involving wheelchair,W05,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Fall involving bed,W06,32,9739559,0.3,0.2
2012,White,2106-3,Fall on and from stairs and steps,W10,108,9739559,1.1,0.9
2012,White,2106-3,Fall on and from ladder,W11,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Fall from, out of or through building or structure",W13,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other fall from one level to another,W17,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other fall on same level,W18,242,9739559,2.5,1.9
2012,White,2106-3,Unspecified fall,W19,635,9739559,6.5,5
2012,White,2106-3,"Struck by thrown, projected or falling object",W20,24,9739559,0.2,0.2
2012,White,2106-3,Contact with agricultural machinery,W30,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Contact with other and unspecified machinery,W31,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Drowning and submersion while in bath-tub,W65,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Drowning and submersion while in swimming-pool,W67,15,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Drowning and submersion while in natural water,W69,41,9739559,0.4,0.4
2012,White,2106-3,Unspecified drowning and submersion,W74,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Accidental suffocation and strangulation in bed,W75,34,9739559,0.3,0.4
2012,White,2106-3,Inhalation of gastric contents,W78,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,46,9739559,0.5,0.4
2012,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,143,9739559,1.5,1.1
2012,White,2106-3,Unspecified threat to breathing,W84,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Exposure to uncontrolled fire in building or structure,X00,51,9739559,0.5,0.5
2012,White,2106-3,Exposure to excessive natural cold,X31,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,48,9739559,0.5,0.5
2012,White,2106-3,Accidental poisoning/exposure to narcotics,X42,768,9739559,7.9,8.4
2012,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,895,9739559,9.2,9.5
2012,White,2106-3,Accidental poisoning by and exposure to alcohol,X45,66,9739559,0.7,0.7
2012,White,2106-3,Accidental poisoning by and exposure to other gases and vapours,X47,27,9739559,0.3,0.2
2012,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,158,9739559,1.6,1.2
2012,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,83,9739559,0.9,0.7
2012,White,2106-3,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,28,9739559,0.3,0.3
2012,White,2106-3,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,111,9739559,1.1,1.1
2012,White,2106-3,Intentional self-poisoning by and exposure to other gases and vapours,X67,41,9739559,0.4,0.4
2012,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,398,9739559,4.1,4.2
2012,White,2106-3,Intentional self-harm by handgun discharge,X72,73,9739559,0.7,0.7
2012,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,80,9739559,0.8,0.8
2012,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,579,9739559,5.9,5.5
2012,White,2106-3,Intentional self-harm by sharp object,X78,26,9739559,0.3,0.2
2012,White,2106-3,Intentional self-harm by jumping from a high place,X80,21,9739559,0.2,0.2
2012,White,2106-3,Intentional self-harm by jumping or lying before moving object,X81,18,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,"Assault by hanging, strangulation and suffocation",X91,25,9739559,0.3,0.3
2012,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Assault by other and unspecified firearm discharge,X95,131,9739559,1.3,1.4
2012,White,2106-3,Assault by sharp object,X99,24,9739559,0.2,0.3
2012,White,2106-3,Assault by unspecified means,Y09,48,9739559,0.5,0.5
2012,White,2106-3,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,19,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,25,9739559,0.3,0.3
2012,White,2106-3,"Other and unspecified firearm discharge, undetermined intent",Y24,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Unspecified event, undetermined intent",Y34,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Surgical operation with implant of artificial internal device,Y83.1,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Surgical procedure, unspecified",Y83.9,35,9739559,0.4,0.3
2012,White,2106-3,Other medical procedures,Y84.8,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Sequelae of motor-vehicle accident,Y85.0,22,9739559,0.2,0.2
2012,White,2106-3,Sequelae of other accidents,Y86,47,9739559,0.5,0.4
2013,Black or African American,2054-5,Enterocolitis due to Clostridium difficile,A04.7,31,1549562,2,2.4
2013,Black or African American,2054-5,"Septicaemia, unspecified",A41.9,236,1549562,15.2,18.7
2013,Black or African American,2054-5,Chronic viral hepatitis C,B18.2,42,1549562,2.7,2.6
2013,Black or African American,2054-5,HIV disease resulting in other specified conditions,B23.8,15,1549562,1.0 (Unreliable),1.2 (Unreliable)
2013,Black or African American,2054-5,Unspecified human immunodeficiency virus [HIV] disease,B24,11,1549562,0.7 (Unreliable),0.7 (Unreliable)
2013,Black or African American,2054-5,"Oesophagus, unspecified - Malignant neoplasms",C15.9,52,1549562,3.4,3.7
2013,Black or African American,2054-5,"Stomach, unspecified - Malignant neoplasms",C16.9,63,1549562,4.1,4.9
2013,Black or African American,2054-5,"Colon, unspecified - Malignant neoplasms",C18.9,211,1549562,13.6,15.7
2013,Black or African American,2054-5,Malignant neoplasm of rectosigmoid junction,C19,13,1549562,0.8 (Unreliable),1.0 (Unreliable)
2013,Black or African American,2054-5,Malignant neoplasm of rectum,C20,28,1549562,1.8,2.1
2013,Black or African American,2054-5,Liver cell carcinoma - Malignant neoplasms,C22.0,68,1549562,4.4,4.3
2013,Black or African American,2054-5,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,19,1549562,1.2 (Unreliable),1.5 (Unreliable)
2013,Black or African American,2054-5,"Liver, unspecified - Malignant neoplasms",C22.9,34,1549562,2.2,2.4
2013,Black or African American,2054-5,"Pancreas, unspecified - Malignant neoplasms",C25.9,203,1549562,13.1,15.6
2013,Black or African American,2054-5,"Larynx, unspecified - Malignant neoplasms",C32.9,27,1549562,1.7,1.9
2013,Black or African American,2054-5,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,760,1549562,49,56.6
2013,Black or African American,2054-5,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,28,1549562,1.8,2
2013,Black or African American,2054-5,"Breast, unspecified - Malignant neoplasms",C50.9,250,1549562,16.1,18.7
2013,Black or African American,2054-5,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,23,1549562,1.5,1.7
2013,Black or African American,2054-5,Endometrium - Malignant neoplasms,C54.1,26,1549562,1.7,1.8
2013,Black or African American,2054-5,"Malignant neoplasm of uterus, part unspecified",C55,33,1549562,2.1,2.6
2013,Black or African American,2054-5,Malignant neoplasm of ovary,C56,49,1549562,3.2,3.7
2013,Black or African American,2054-5,Malignant neoplasm of prostate,C61,179,1549562,11.6,14.6
2013,Black or African American,2054-5,"Malignant neoplasm of kidney, except renal pelvis",C64,54,1549562,3.5,4.1
2013,Black or African American,2054-5,"Bladder, unspecified - Malignant neoplasms",C67.9,42,1549562,2.7,3.1
2013,Black or African American,2054-5,"Brain, unspecified - Malignant neoplasms",C71.9,28,1549562,1.8,1.9
2013,Black or African American,2054-5,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,13,1549562,0.8 (Unreliable),1.0 (Unreliable)
2013,Black or African American,2054-5,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,16,1549562,1.0 (Unreliable),1.1 (Unreliable)
2013,Black or African American,2054-5,Malignant neoplasm without specification of site,C80,145,1549562,9.4,10.7
2013,Black or African American,2054-5,"Non-Hodgkin's lymphoma, unspecified type - Malignant neoplasms",C85.9,28,1549562,1.8,2.2
2013,Black or African American,2054-5,Multiple myeloma - Malignant neoplasms,C90.0,77,1549562,5,6.1
2013,Black or African American,2054-5,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,19,1549562,1.2 (Unreliable),1.6 (Unreliable)
2013,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,32,1549562,2.1,2.4
2013,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,14,1549562,0.9 (Unreliable),1.2 (Unreliable)
2013,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,14,1549562,0.9 (Unreliable),0.9 (Unreliable)
2013,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,21,1549562,1.4,1.4
2013,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,66,1549562,4.3,5
2013,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,76,1549562,4.9,5.7
2013,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,19,1549562,1.2 (Unreliable),1.3 (Unreliable)
2013,Black or African American,2054-5,"Unspecified diabetes mellitus, with renal complications",E14.2,127,1549562,8.2,9.7
2013,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,15,1549562,1.0 (Unreliable),1.2 (Unreliable)
2013,Black or African American,2054-5,"Unspecified diabetes mellitus, with multiple complications",E14.7,17,1549562,1.1 (Unreliable),1.3 (Unreliable)
2013,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,212,1549562,13.7,16
2013,Black or African American,2054-5,Other obesity,E66.8,33,1549562,2.1,2.3
2013,Black or African American,2054-5,"Obesity, unspecified",E66.9,14,1549562,0.9 (Unreliable),1.0 (Unreliable)
2013,Black or African American,2054-5,"Hyperlipidaemia, unspecified",E78.5,53,1549562,3.4,4.2
2013,Black or African American,2054-5,Organ-limited amyloidosis,E85.4,11,1549562,0.7 (Unreliable),0.8 (Unreliable)
2013,Black or African American,2054-5,Volume depletion,E86,10,1549562,0.6 (Unreliable),0.8 (Unreliable)
2013,Black or African American,2054-5,Acidosis,E87.2,13,1549562,0.8 (Unreliable),0.9 (Unreliable)
2013,Black or African American,2054-5,"Vascular dementia, unspecified",F01.9,52,1549562,3.4,4.4
2013,Black or African American,2054-5,Unspecified dementia,F03,529,1549562,34.1,44.8
2013,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,11,1549562,0.7 (Unreliable),0.7 (Unreliable)
2013,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,13,1549562,0.8 (Unreliable),0.9 (Unreliable)
2013,Black or African American,2054-5,Motor neuron disease,G12.2,16,1549562,1.0 (Unreliable),1.2 (Unreliable)
2013,Black or African American,2054-5,Parkinson's disease,G20,46,1549562,3,3.9
2013,Black or African American,2054-5,"Alzheimer's disease, unspecified",G30.9,258,1549562,16.6,22
2013,Black or African American,2054-5,Multiple sclerosis,G35,17,1549562,1.1 (Unreliable),1.2 (Unreliable)
2013,Black or African American,2054-5,Sleep apnoea,G47.3,11,1549562,0.7 (Unreliable),0.8 (Unreliable)
2013,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,86,1549562,5.5,6.5
2013,Black or African American,2054-5,"Encephalopathy, unspecified",G93.4,19,1549562,1.2 (Unreliable),1.4 (Unreliable)
2013,Black or African American,2054-5,Essential (primary) hypertension,I10,104,1549562,6.7,8.2
2013,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,80,1549562,5.2,6.2
2013,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,286,1549562,18.5,20.5
2013,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,96,1549562,6.2,7.7
2013,Black or African American,2054-5,Hypertensive heart and renal disease with renal failure,I13.1,30,1549562,1.9,2.2
2013,Black or African American,2054-5,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,25,1549562,1.6,2
2013,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,453,1549562,29.2,34.5
